Player,Position_Cleaned,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,TB,Sw,PasCrs,PasLive,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,CrdY,CrdR,2CrdY,Fls,Fld,Off,OG,AerWon,AerLost,AerWon%,Rec,RecProg,Recov,PKwon,PKcon,TouDef3rd_norm,TouMid3rd_norm,TouAtt3rd_norm,TouDefPen_norm,TouAttPen_norm,grid_x,grid_y
Gonzalo Montiel,DF,26.0,1997,13,9,801,8.9,0,0.45,0.11,25.0,0.0,0.0,13.0,0.0,0.0,0.0,43.3,55.5,77.9,644.5,236.5,22.9,26.1,87.9,16.7,21.2,78.8,2.13,4.94,43.2,0.11,1.24,4.16,0.79,0.34,3.48,0.22,0.22,3.15,47.8,2.36,1.91,0.34,0.0,0.0,0.0,0.11,0.34,0.34,0.0,0.0,0.0,0.0,0.0,1.24,0.56,0.56,0.67,0.0,0.9,1.35,66.7,0.45,1.24,0.45,0.79,1.35,2.58,1.46,0.0,64.4,2.7,17.2,27.9,20.1,2.36,1.46,0.56,38.5,0.9,61.5,34.5,179.4,110.8,2.25,1.8,0.34,1.35,0.79,0.45,0.11,0.0,1.24,0.56,0.79,0.0,1.12,1.12,50.0,39.1,5.84,5.17,0.0,0.0,0.26708074534161486,0.43322981366459623,0.31211180124223603,0.04192546583850931,0.03664596273291925,64,0
Kieffer Moore,FW,30.0,1992,20,12,1119,12.4,4,1.37,0.48,35.3,0.24,0.67,11.0,0.0,0.0,0.0,15.0,25.6,58.7,206.9,37.0,8.31,13.3,62.4,4.35,6.77,64.3,0.81,1.45,55.6,0.0,0.32,1.29,0.4,0.0,1.61,0.0,0.08,0.48,23.8,1.29,0.97,0.0,0.08,0.0,0.24,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.05,0.89,0.16,0.65,0.24,0.4,1.29,31.3,0.89,0.81,0.4,0.4,0.08,1.13,1.61,0.0,36.2,2.34,3.87,20.7,11.7,3.31,0.89,0.08,9.1,0.48,54.5,18.1,69.4,21.6,0.81,0.65,0.16,3.06,2.42,0.0,0.0,0.0,1.77,2.26,0.08,0.0,4.44,4.11,51.9,27.9,3.55,1.94,0.0,0.0,0.10690607734806629,0.5718232044198894,0.3232044198895027,0.06464088397790055,0.09143646408839778,20,0
Andrew Moran,FW,19.0,2003,1,0,12,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,130.0,0.0,10.0,10.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,13,0
Jon Morcillo,MF,24.0,1998,9,0,63,0.7,0,1.43,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,44.3,58.6,75.6,738.6,222.9,24.3,25.7,94.4,14.3,17.1,83.3,4.29,10.0,42.9,1.43,5.71,0.0,4.29,1.43,2.86,0.0,0.0,8.57,57.1,5.71,5.71,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.43,0.0,0.0,0.0,1.43,0.0,1.43,0.0,0.0,0.0,1.43,2.86,0.0,0.0,68.6,0.0,12.9,15.7,41.4,4.29,7.14,4.29,60.0,0.0,0.0,50.0,465.7,282.9,8.57,8.57,1.43,0.0,2.86,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,1.43,0.0,51.4,21.4,10.0,0.0,0.0,0.18804664723032072,0.22886297376093295,0.6034985422740525,0.0,0.06253644314868806,73,0
Alberto Moreno,DF,30.0,1992,10,7,606,6.7,0,1.04,0.15,14.3,0.0,0.0,22.8,0.15,0.0,0.0,40.9,50.9,80.4,665.2,183.3,19.9,21.8,91.1,18.1,20.7,87.1,1.79,4.63,38.7,0.0,1.04,1.34,1.49,0.3,2.84,0.0,0.45,2.99,42.4,1.94,1.64,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.3,0.3,0.9,0.3,0.75,1.94,38.5,1.19,1.34,0.15,1.19,1.79,3.28,1.94,0.0,62.1,2.39,16.9,23.3,22.2,1.34,1.34,0.3,22.2,0.75,55.6,34.0,176.7,93.3,2.09,2.09,0.3,1.04,0.3,0.6,0.0,0.0,1.79,0.75,0.15,0.0,1.04,0.9,53.8,38.5,5.67,4.18,0.0,0.0,0.2721417069243156,0.3752012882447665,0.357487922705314,0.038486312399355876,0.021578099838969404,66,0
Alex Moreno,DF,29.0,1993,3,1,216,2.4,0,2.5,0.42,16.7,0.0,0.0,19.1,0.0,0.0,0.0,48.3,69.2,69.9,634.6,215.4,27.9,34.2,81.7,16.3,22.5,72.2,0.83,3.75,22.2,0.0,1.25,1.25,1.25,0.83,2.5,0.0,0.0,4.58,59.2,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.83,0.83,0.0,0.42,0.83,1.25,66.7,0.42,0.83,0.42,0.42,0.0,1.25,1.25,0.42,82.5,2.92,20.4,36.3,26.3,3.75,3.75,0.83,22.2,2.08,55.6,44.6,198.8,86.3,2.08,1.67,0.83,2.92,1.67,0.42,0.0,0.0,2.5,1.67,0.0,0.0,0.83,0.42,66.7,52.5,11.3,7.08,0.0,0.0,0.24727272727272726,0.43999999999999995,0.3187878787878788,0.035393939393939394,0.045454545454545456,63,0
Alex Moreno,DF,29.0,1993,15,15,1350,15.0,0,0.87,0.27,30.8,0.0,0.0,17.9,0.0,0.0,0.0,35.0,46.3,75.5,519.1,232.9,19.9,22.1,89.8,12.0,16.5,72.9,2.07,4.6,44.9,0.2,0.6,2.53,0.87,0.27,2.93,0.0,0.33,1.87,36.1,1.33,0.87,0.13,0.2,0.13,0.0,0.0,0.27,0.2,0.07,0.0,0.0,0.0,0.0,1.93,1.47,1.27,0.67,0.0,1.2,2.33,51.4,1.13,1.13,0.27,0.87,1.13,3.07,2.6,0.0,58.9,3.93,19.4,24.3,15.8,2.4,2.67,0.93,35.0,1.4,52.5,26.7,175.2,99.7,3.27,2.4,0.8,1.87,0.4,0.07,0.0,0.0,1.13,1.27,0.07,0.0,0.6,1.2,33.3,31.0,5.07,5.2,0.0,0.07,0.3293718166383701,0.41256366723259763,0.268251273344652,0.066723259762309,0.04074702886247878,51,0
Diego Moreno,DF,21.0,2001,5,5,413,4.6,0,0.87,0.22,25.0,0.0,0.0,20.8,0.0,0.0,0.0,33.0,50.0,66.1,550.0,164.1,13.9,17.2,81.0,15.9,21.7,73.0,2.61,7.83,33.3,0.0,0.43,1.96,0.43,0.22,1.74,0.0,0.0,3.48,38.0,1.09,0.65,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.43,0.43,0.0,0.65,0.87,75.0,0.22,0.22,0.22,0.0,0.22,1.09,1.74,0.0,57.2,2.17,17.2,28.3,12.2,1.09,1.52,0.65,42.9,0.87,57.1,28.5,139.3,60.4,1.3,0.87,0.22,1.52,0.65,0.0,0.0,0.0,0.43,0.87,0.22,0.0,0.87,1.52,36.4,28.7,3.48,6.09,0.0,0.0,0.3006993006993007,0.49475524475524474,0.21328671328671325,0.037937062937062935,0.019055944055944057,55,0
Gerard Moreno,FW,30.0,1992,12,11,919,10.2,5,2.75,1.18,42.9,0.14,0.33,15.8,0.0,0.1,0.2,22.4,31.8,70.4,360.9,93.2,10.6,14.1,75.0,9.12,12.1,75.6,1.96,2.35,83.3,0.2,1.47,2.16,1.47,0.1,4.41,0.29,0.2,0.59,30.0,3.04,2.35,0.0,0.29,0.39,0.0,0.0,0.29,0.2,0.0,0.0,0.1,0.0,0.0,0.69,0.49,0.0,0.39,0.29,0.2,0.29,66.7,0.1,0.49,0.2,0.29,0.29,0.98,0.88,0.0,42.4,1.47,3.14,18.8,21.4,5.0,3.14,1.47,46.9,1.37,43.8,26.2,129.0,53.1,1.27,1.47,0.88,2.35,1.57,0.2,0.0,0.0,0.69,0.69,0.98,0.0,1.18,0.98,54.5,33.4,8.14,1.86,0.0,0.0,0.07405660377358492,0.44339622641509435,0.5047169811320754,0.034669811320754716,0.1179245283018868,36,0
Marlos Moreno,CDM,26.0,1996,2,0,13,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,75.0,400.0,100.0,20.0,20.0,100.0,10.0,10.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,30.0,66.7,10.0,10.0,10.0,0.0,0.0,20.0,0.0,0.0,80.0,0.0,40.0,30.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,50.0,300.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,50.0,50.0,0.0,10.0,0.0,0.0,0.5,0.375,0.125,0.0,0.0,40,1
Tete Morente,CDM,26.0,1996,15,9,802,8.9,0,1.35,0.34,25.0,0.0,0.0,17.3,0.0,0.0,0.0,25.1,33.4,75.1,371.0,98.2,15.5,17.8,87.3,6.29,8.65,72.7,2.13,3.71,57.6,0.0,0.45,2.13,0.45,0.22,2.7,0.0,0.0,3.37,29.6,1.91,1.24,0.34,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.67,0.56,0.56,0.11,0.45,1.01,44.4,0.56,1.24,0.11,1.12,0.56,1.8,1.12,0.0,45.3,2.02,7.53,17.3,20.9,1.8,2.47,0.67,27.3,1.8,72.7,26.1,147.1,61.9,2.13,1.57,0.67,2.02,0.67,0.34,0.0,0.0,1.91,1.35,0.56,0.0,0.9,0.56,61.5,30.2,6.4,3.6,0.0,0.0,0.16622516556291392,0.38189845474613693,0.4613686534216336,0.0445916114790287,0.039735099337748346,37,0
Ilaix Moriba,MF,20.0,2003,13,6,570,6.3,0,2.06,0.63,30.8,0.0,0.0,19.5,0.0,0.0,0.0,35.1,42.2,83.1,531.0,150.3,20.5,23.2,88.4,11.4,14.0,81.8,2.54,2.86,88.9,0.16,1.11,3.97,0.79,0.16,5.56,0.32,0.32,0.16,41.1,3.02,2.38,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.86,1.59,1.11,1.27,0.48,1.43,1.9,75.0,0.48,0.79,0.0,0.79,0.48,3.33,1.11,0.0,55.9,1.59,10.6,27.6,18.3,1.9,3.17,1.27,40.0,1.11,35.0,35.7,187.1,92.1,1.75,1.11,0.32,2.54,1.11,0.63,0.16,0.16,3.02,3.49,0.0,0.0,1.75,0.95,64.7,39.8,2.38,6.83,0.0,0.0,0.18962432915921287,0.4937388193202147,0.3273703041144902,0.028443649373881934,0.03398926654740608,53,0
Manu Morlanes,MF,24.0,1999,4,2,158,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.6,78.3,331.1,83.9,10.6,11.7,90.5,7.22,8.33,86.7,2.22,3.89,57.1,0.0,0.0,3.33,0.0,0.0,3.33,0.0,0.0,0.0,23.3,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.11,1.11,0.56,0.0,1.67,1.67,100.0,0.0,1.67,1.11,0.56,0.56,2.22,1.11,0.0,33.3,2.78,8.33,18.9,6.11,0.0,0.0,0.0,0.0,0.0,0.0,17.2,70.6,27.2,0.56,0.56,0.0,0.0,0.56,0.0,0.56,0.0,0.56,0.56,0.0,0.0,0.56,1.11,33.3,20.0,0.56,2.78,0.0,0.0,0.2501501501501502,0.5675675675675675,0.1834834834834835,0.08348348348348349,0.0,33,0
Manu Morlanes,MF,24.0,1999,1,0,27,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,56.7,88.2,936.7,180.0,23.3,23.3,100.0,16.7,23.3,71.4,10.0,10.0,100.0,0.0,0.0,3.33,3.33,0.0,3.33,0.0,0.0,3.33,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,3.33,0.0,0.0,0.0,3.33,0.0,3.33,3.33,0.0,3.33,0.0,3.33,3.33,0.0,66.7,6.67,13.3,33.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,136.7,66.7,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.33,0.0,0.0,0.0,0.19940029985007496,0.49925037481259366,0.29985007496251875,0.09999999999999999,0.0,93,0
Nikola Moro,MF,24.0,1998,9,4,418,4.6,0,1.09,0.22,20.0,0.0,0.0,29.8,0.0,0.0,0.0,39.8,52.6,75.6,772.4,258.9,14.6,19.1,76.1,17.8,21.1,84.5,6.52,9.57,68.2,0.22,1.09,5.87,0.65,0.0,6.74,0.22,1.09,0.65,50.7,2.61,2.61,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,1.74,0.87,0.65,1.09,0.0,0.65,1.74,37.5,1.09,1.3,0.0,1.3,0.65,2.39,1.3,0.0,60.9,2.39,14.8,38.0,8.91,0.43,0.87,0.87,100.0,0.0,0.0,32.6,115.0,47.4,0.22,0.65,0.0,0.43,0.0,0.0,0.0,0.0,0.65,0.43,0.0,0.0,1.3,1.09,54.5,38.7,2.17,7.83,0.0,0.0,0.24302134646962234,0.6239737274220033,0.14630541871921182,0.03924466338259442,0.007060755336617406,77,0
Cristhian Mosquera,DF,18.0,2004,3,1,145,1.6,0,1.25,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,33.1,40.6,81.5,517.5,196.3,18.1,20.6,87.9,12.5,14.4,87.0,2.5,5.63,44.4,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.63,28.8,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,1.88,0.63,0.0,2.5,3.13,80.0,0.63,0.63,0.0,0.63,0.63,3.13,3.13,0.0,50.6,6.88,28.8,16.3,5.63,1.25,0.0,0.0,0.0,0.0,0.0,23.8,112.5,38.1,0.0,0.63,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,1.88,1.25,60.0,23.8,0.63,5.0,0.0,0.0,0.5691699604743083,0.3221343873517787,0.11126482213438735,0.1359683794466403,0.024703557312252964,51,0
Dany Mota,MF,24.0,1998,15,11,996,11.1,3,1.35,0.36,26.7,0.2,0.75,10.3,0.0,0.0,0.0,19.0,28.1,67.6,269.8,34.1,11.5,14.9,77.6,5.77,8.47,68.1,0.9,1.53,58.8,0.0,0.99,0.72,0.63,0.36,1.26,0.09,0.18,2.52,26.7,2.7,1.98,0.0,0.18,0.27,0.27,0.0,0.18,0.0,0.0,0.09,0.0,0.09,0.0,0.45,0.36,0.0,0.18,0.27,0.09,0.18,50.0,0.09,0.45,0.09,0.36,0.18,0.63,1.26,0.0,39.9,1.35,2.97,18.0,19.1,4.41,2.79,1.17,41.9,1.17,41.9,24.8,176.6,68.2,3.33,1.8,1.35,4.23,2.07,0.09,0.0,0.0,1.26,1.71,0.9,0.0,1.8,2.61,40.8,30.4,7.93,2.79,0.09,0.0,0.07443609022556391,0.4511278195488722,0.4786967418546366,0.03383458646616542,0.1105263157894737,26,0
Lebo Mothiba,MF,27.0,1996,12,1,263,2.9,2,2.07,0.69,33.3,0.33,1.0,13.3,0.0,0.0,0.0,14.1,20.0,70.7,182.8,34.8,7.59,9.66,78.6,5.17,6.55,78.9,0.0,1.38,0.0,0.0,0.0,1.38,0.0,0.0,1.72,0.0,0.0,1.03,18.3,0.69,0.34,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.0,0.34,0.0,0.34,1.38,0.0,32.1,1.38,3.45,14.5,14.5,2.07,1.72,0.34,20.0,1.03,60.0,23.1,129.3,42.4,1.38,0.34,0.34,2.41,1.38,0.0,0.0,0.0,2.07,1.38,0.0,0.0,1.38,4.14,25.0,23.4,6.21,2.41,0.0,0.0,0.10747663551401869,0.4517133956386293,0.4517133956386293,0.04299065420560747,0.06448598130841121,18,0
Youssoufa Moukoko,FW,18.0,2004,18,11,949,10.5,6,2.76,1.52,55.2,0.21,0.38,15.6,0.0,0.0,0.0,11.0,15.5,70.6,142.1,24.1,5.9,7.33,80.5,3.14,4.0,78.6,0.48,0.76,62.5,0.29,0.76,0.57,0.48,0.0,0.95,0.1,0.1,0.29,13.2,1.81,1.24,0.0,0.48,0.1,0.0,0.0,0.48,0.38,0.0,0.1,0.0,0.0,0.0,1.14,0.57,0.29,0.57,0.29,0.29,0.57,50.0,0.29,0.57,0.0,0.57,0.1,1.24,0.1,0.0,27.0,0.1,2.0,11.3,14.2,4.76,3.14,1.05,33.3,1.9,60.6,15.5,86.4,30.8,0.57,0.48,0.38,2.48,1.62,0.0,0.0,0.0,0.57,0.67,0.1,0.0,0.48,0.29,62.5,16.5,4.67,2.67,0.0,0.0,0.07407407407407407,0.41851851851851857,0.5259259259259259,0.003703703703703704,0.17629629629629628,14,0
Mason Mount,AM,24.0,1999,21,19,1539,17.1,3,1.81,0.53,29.0,0.1,0.33,19.2,0.12,0.0,0.0,32.5,43.2,75.2,488.1,124.2,19.2,22.5,85.2,9.36,12.2,76.6,2.51,4.74,53.1,0.12,1.7,3.1,1.46,0.29,5.38,0.29,0.47,3.68,38.9,3.16,2.4,0.53,0.12,0.06,0.06,0.0,0.41,0.29,0.0,0.0,0.06,0.06,0.0,1.7,0.94,0.29,0.88,0.53,0.7,1.35,52.2,0.64,1.23,0.35,0.88,0.41,2.11,0.53,0.0,53.5,0.99,6.14,23.1,24.9,3.22,1.7,0.88,51.7,0.64,37.9,29.0,153.3,79.8,2.69,1.93,0.64,2.11,1.46,0.18,0.0,0.0,1.4,1.52,0.06,0.0,0.47,0.7,40.0,37.4,6.37,4.74,0.0,0.0,0.1147663551401869,0.43177570093457945,0.4654205607476635,0.01850467289719626,0.060186915887850474,48,0
Lucas Moura,CDM,30.0,1992,8,0,98,1.1,0,0.91,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,34.5,49.1,70.4,448.2,125.5,23.6,29.1,81.3,10.0,14.5,68.8,0.0,0.91,0.0,0.0,0.91,1.82,3.64,0.91,6.36,0.0,0.0,5.45,45.5,4.55,2.73,0.0,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,4.55,0.91,1.82,3.64,0.91,1.82,50.0,0.91,0.0,0.0,0.0,1.82,8.18,0.91,0.0,68.2,0.0,9.09,24.5,34.5,4.55,6.36,1.82,28.6,4.55,71.4,36.4,224.5,80.0,2.73,2.73,0.91,3.64,2.73,0.0,0.0,0.0,0.91,2.73,0.0,0.0,1.82,0.91,66.7,45.5,9.09,5.45,0.0,0.0,0.13328445747800585,0.35923753665689145,0.5058651026392962,0.0,0.06671554252199413,44,0
Bevic Moussiti-Oko,FW,28.0,1995,17,7,698,7.8,1,2.56,0.9,35.0,0.05,0.14,12.6,0.0,0.0,0.0,11.5,20.9,55.2,154.5,30.1,6.67,10.5,63.4,2.95,6.41,46.0,0.64,1.28,50.0,0.0,0.64,1.28,0.26,0.0,1.28,0.0,0.0,0.51,19.2,2.31,1.15,0.0,0.26,0.38,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.13,0.13,0.13,0.13,0.13,0.26,50.0,0.13,0.64,0.38,0.26,0.26,0.64,1.03,0.0,33.5,1.41,2.95,15.3,15.6,4.74,3.33,1.67,50.0,1.67,50.0,20.4,127.7,40.5,1.28,1.03,0.77,3.21,1.41,0.13,0.0,0.0,2.31,2.82,0.26,0.0,6.79,6.03,53.0,24.4,5.77,3.46,0.0,0.0,0.08805970149253732,0.45671641791044776,0.46567164179104475,0.04208955223880597,0.14149253731343284,15,0
Samuel Moutoussamy,MF,26.0,1996,19,13,1161,12.9,0,1.24,0.31,25.0,0.0,0.0,16.9,0.0,0.0,0.0,34.7,40.9,84.8,573.1,149.7,15.0,17.1,87.8,14.7,16.2,90.9,3.02,4.11,73.6,0.16,0.62,4.11,0.47,0.08,5.27,0.0,0.31,0.31,40.2,1.78,1.71,0.0,0.0,0.0,0.08,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.64,1.71,1.09,1.16,0.39,0.7,1.78,39.1,1.09,0.85,0.16,0.7,1.16,3.8,0.47,0.0,50.5,2.09,9.61,32.0,9.3,1.47,0.7,0.23,33.3,0.31,44.4,36.0,187.3,91.2,1.16,0.93,0.08,0.93,0.54,0.39,0.0,0.0,1.09,0.78,0.0,0.0,1.09,1.71,38.9,32.8,2.02,5.19,0.0,0.0,0.1902970297029703,0.6336633663366337,0.18415841584158418,0.04138613861386138,0.029108910891089107,57,0
Divin Mubama,FW,18.0,2004,1,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,14.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
Mykhailo Mudryk,FW,22.0,2001,3,2,147,1.6,0,0.63,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,25.0,31.3,80.0,264.4,113.1,18.1,22.5,80.6,3.75,4.38,85.7,0.0,0.63,0.0,0.0,0.0,3.13,1.88,0.0,3.75,0.63,0.0,0.63,30.6,2.5,1.25,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.75,0.63,1.25,1.88,1.25,2.5,50.0,1.25,0.63,0.63,0.0,0.0,3.75,0.63,0.0,43.1,0.63,10.0,15.6,18.1,5.0,3.13,1.25,40.0,1.25,40.0,24.4,156.9,81.9,1.88,0.63,0.63,3.13,1.25,0.0,0.0,0.0,0.63,1.88,0.0,0.0,0.63,1.25,33.3,28.8,2.5,6.25,0.0,0.0,0.23201856148491878,0.3619489559164733,0.419953596287703,0.014617169373549883,0.11600928074245939,26,0
Nordi Mukiele,DF,25.0,1997,17,10,1007,11.2,0,0.89,0.18,20.0,0.0,0.0,11.5,0.0,0.0,0.0,48.8,55.7,87.5,720.0,204.9,26.7,28.3,94.3,18.3,20.7,88.4,1.7,2.59,65.5,0.27,0.71,1.43,0.71,0.18,2.05,0.0,0.18,1.16,50.3,1.34,1.16,0.0,0.09,0.09,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,2.32,1.79,1.07,0.54,0.71,1.52,2.23,68.0,0.71,1.79,0.63,1.16,1.16,3.48,1.16,0.0,65.9,3.84,19.6,32.9,14.3,2.05,1.96,0.54,27.3,0.89,45.5,48.1,254.4,117.2,1.61,0.89,0.27,0.98,0.98,0.0,0.0,0.0,1.25,1.07,0.18,0.0,1.7,0.8,67.9,44.6,4.2,5.27,0.0,0.0,0.29742033383915023,0.49924127465857354,0.21699544764795142,0.05827010622154779,0.031107738998482543,72,0
Abdul Mumin,DF,24.0,1998,4,2,193,2.1,0,0.48,0.48,100.0,0.0,0.0,17.2,0.0,0.0,0.0,42.9,52.9,81.1,881.9,214.3,11.9,14.3,83.3,25.7,27.6,93.1,5.24,11.0,47.8,0.0,0.48,2.38,0.0,0.0,1.9,0.0,0.0,0.0,51.4,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.48,0.48,1.9,0.0,60.0,4.76,26.2,33.3,0.95,0.48,0.48,0.0,0.0,0.48,100.0,47.6,185.7,64.3,0.48,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.48,1.43,0.0,0.0,0.48,1.43,25.0,43.8,0.48,5.24,0.0,0.0,0.43666666666666665,0.5549999999999999,0.01583333333333333,0.07933333333333333,0.008,88,0
Marshall Munetsi,MF,26.0,1996,19,16,1437,16.0,3,2.0,0.63,31.3,0.09,0.3,17.8,0.0,0.0,0.0,22.2,30.1,73.8,359.8,120.6,10.9,13.7,79.5,7.88,9.88,79.7,2.19,4.13,53.0,0.06,0.94,2.63,0.31,0.06,3.0,0.19,0.19,0.69,29.9,2.44,1.75,0.0,0.13,0.19,0.31,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.94,0.56,1.31,0.25,0.88,1.81,48.3,0.94,1.19,0.31,0.88,1.06,3.19,1.63,0.0,42.3,2.38,9.56,23.0,10.6,2.44,1.63,0.75,46.2,0.63,38.5,28.4,144.6,64.5,1.13,0.63,0.13,2.0,0.63,0.25,0.0,0.0,1.88,1.5,0.13,0.0,1.75,1.31,57.1,25.3,2.06,5.75,0.0,0.0,0.22600472813238773,0.5437352245862884,0.2505910165484634,0.05626477541371158,0.05768321513002364,35,0
